BSX,20120202,-0.049261
BSX,20120213,0.023609
THC,20120109,0.020040
CSX,20120124,-0.026003
CELG,20120130,-0.028349
CMI,20120119,0.022799
CMI,20120202,0.056133
CMI,20120306,-0.025357
CMI,20120322,-0.021199
WMB,20120105,0.024463
WMB,20120320,0.028600
WMB,20120330,0.025825
NFX,20120222,-0.085207
NFX,20120306,-0.020833
APC,20120117,0.020510
APC,20120207,0.021238
APC,20120222,0.020877
APC,20120306,-0.021164
APC,20120309,0.043416
EXPE,20120210,-0.065867
EXPE,20120327,-0.033578
WM,20120111,-0.022741
WM,20120216,-0.020845
CRM,20120104,-0.021838
CRM,20120110,0.020149
CRM,20120119,0.033890
CRM,20120224,0.104500
CRM,20120227,-0.020259
RDC,20120203,0.021219
RDC,20120217,0.022733
RDC,20120306,-0.021666
CBE,20120124,0.028062
KSS,20120105,-0.044341
KSS,20120202,0.032046
KSS,20120223,-0.030849
KSS,20120309,0.020999
NWSA,20120117,0.021494
BDX,20120207,-0.037005
HD,20120221,0.028902
WU,20120208,-0.083756
WU,20120405,0.021336
MS,20120104,-0.020522
MS,20120105,-0.021957
MS,20120110,0.029012
MS,20120113,-0.034362
MS,20120119,0.062248
MS,20120120,-0.020788
MS,20120123,-0.021751
MS,20120201,0.028954
MS,20120203,0.023053
MS,20120216,-0.020570
MS,20120306,-0.028431
MS,20120313,0.021429
MS,20120404,-0.022716
BMC,20120125,0.029420
XL,20120109,-0.027095
XL,20120210,-0.038077
PHM,20120110,0.020690
PHM,20120113,-0.029909
PHM,20120202,-0.024266
PHM,20120203,0.041290
PHM,20120216,-0.023256
PHM,20120306,-0.021352
PHM,20120312,0.024390
PHM,20120323,-0.043860
PHM,20120327,0.020478
FOSL,20120109,0.029697
FOSL,20120127,-0.020329
FOSL,20120207,-0.029655
FOSL,20120214,-0.043062
TSS,20120112,-0.026006
TSS,20120125,0.041547
TER,20120126,0.069436
TGT,20120105,-0.040000
TGT,20120202,0.024504
WYN,20120330,0.024601
EOG,20120110,0.031516
BWA,20120123,0.020700
PEP,20120209,-0.028169
CB,20120127,-0.022317
MWV,20120118,-0.044739
MWV,20120125,-0.020408
VRSN,20120127,0.026448
GWW,20120125,-0.031497
EMR,20120207,-0.029605
CI,20120202,-0.073117
AKAM,20120109,-0.027473
AKAM,20120209,0.130081
XLNX,20120119,0.041926
XLNX,20120323,-0.021805
INTU,20120222,0.027121
INTU,20120223,-0.030204
INTU,20120322,-0.025782
DHR,20120306,-0.020132
X,20120110,0.029873
X,20120113,-0.024067
X,20120130,-0.023427
X,20120131,0.030978
X,20120203,0.020038
X,20120210,-0.024508
X,20120306,-0.028615
X,20120308,0.023146
X,20120320,-0.028129
X,20120322,-0.023330
X,20120326,0.020175
X,20120404,-0.025943
DO,20120306,-0.022007
JBL,20120306,-0.021260
ALL,20120202,0.041965
QEP,20120110,0.020104
QEP,20120223,0.036110
QEP,20120301,-0.041301
QEP,20120322,-0.021623
PCP,20120126,-0.020309
GIS,20120217,-0.020111
EA,20120120,0.026226
EA,20120202,0.071584
EA,20120210,-0.040851
HES,20120110,0.021441
HES,20120131,0.021759
NE,20120120,0.025426
NE,20120306,-0.021563
NE,20120320,-0.024390
MSFT,20120120,0.024893
AVP,20120131,0.022247
AVP,20120214,-0.032516
AVP,20120402,0.196281
NFLX,20120109,0.038475
NFLX,20120126,0.198443
NFLX,20120206,-0.025390
NFLX,20120222,-0.021210
NFLX,20120227,-0.032417
NFLX,20120307,0.040231
NFLX,20120403,-0.027639
FE,20120202,0.028202
FAST,20120118,-0.029707
WFC,20120113,-0.023978
JCI,20120119,-0.073637
JCI,20120306,-0.025680
MCK,20120131,0.053628
ETN,20120126,-0.034719
NTAP,20120104,-0.029092
NTAP,20120216,0.065446
RRD,20120221,0.043084
RRD,20120222,0.023414
TSO,20120105,-0.084548
TSO,20120110,0.035142
TSO,20120326,0.021739
MDT,20120222,-0.027443
WFM,20120210,-0.021336
DLTR,20120222,-0.020566
PLL,20120105,-0.024433
PLL,20120309,-0.035948
CTXS,20120113,0.022005
CTXS,20120126,0.020559
HOT,20120202,-0.029428
STZ,20120105,-0.040117
STZ,20120405,-0.082220
IGT,20120326,0.022156
APA,20120110,0.024282
APA,20120306,-0.020761
ANR,20120104,-0.032623
